0.000000    -nan
0.047425    0.000000
0.094850    0.000000
0.142275    0.000000
0.189700    0.000000
0.237125    0.000000
0.284550    0.000000
0.331975    0.000000
0.379400    0.000000
0.426825    0.000000
0.474250    0.000000
0.521675    0.000000
0.569100    0.000000
0.616525    0.000000
0.663950    0.000000
0.711375    0.000000
0.758800    0.000000
0.806225    0.000000
0.853650    0.000300
0.901075    0.060132
0.948500    0.644267
0.995925    1.862067
1.043350    2.681806
1.090775    2.779672
1.138200    2.523177
1.185625    2.144970
1.233050    1.788559
1.280475    1.544909
1.327900    1.354916
1.375325    1.214880
1.422750    1.120845
1.470175    1.048516
1.517600    1.012333
1.565025    0.982877
1.612450    0.987174
1.659875    1.020957
1.707300    1.021784
1.754725    1.047132
1.802150    1.091532
1.849575    1.140620
1.897000    1.196423
1.944425    1.252640
1.991850    1.312605
2.039275    1.361489
2.086700    1.373371
2.134125    1.366765
2.181550    1.354445
2.228975    1.324557
2.276400    1.291262
2.323825    1.259730
2.371250    1.233330
2.418675    1.207812
2.466100    1.188281
2.513525    1.177698
2.560950    1.176562
2.608375    1.195295
2.655800    1.185362
2.703225    1.178502
2.750650    1.183009
2.798075    1.194863
2.845500    1.216773
2.892925    1.236366
2.940350    1.227365
2.987775    1.231933
3.035200    1.233292
3.082625    1.230544
3.130050    1.230431
3.177475    1.229900
3.224900    1.226217
3.272325    1.218754
3.319750    1.222678
3.367175    1.213177
3.414600    1.212305
3.462025    1.214132
3.509450    1.220145
3.556875    1.218769
3.604300    1.208267
3.651725    1.206205
3.699150    1.210020
3.746575    1.209894
3.794000    1.204822
3.841425    1.206523
3.888850    1.218557
3.936275    1.218227
3.983700    1.213242
4.031125    1.209803
4.078550    1.213470
4.125975    1.211741
4.173400    1.209768
4.220825    1.217777
4.268250    1.227977
4.315675    1.217737
4.363100    1.217619
4.410525    1.227704
4.457950    1.209469
4.505375    1.200670
4.552800    1.196235
4.600225    1.197395
4.647650    1.199534
4.695075    1.200123
