0.000000    -nan
0.047425    0.000000
0.094850    0.000000
0.142275    0.000000
0.189700    0.000000
0.237125    0.000000
0.284550    0.000000
0.331975    0.000000
0.379400    0.000000
0.426825    0.000000
0.474250    0.000000
0.521675    0.000000
0.569100    0.000000
0.616525    0.000000
0.663950    0.000000
0.711375    0.000000
0.758800    0.000000
0.806225    0.000000
0.853650    0.002408
0.901075    0.146171
0.948500    0.880635
0.995925    1.968362
1.043350    2.544431
1.090775    2.546622
1.138200    2.312418
1.185625    2.008189
1.233050    1.735303
1.280475    1.523037
1.327900    1.348678
1.375325    1.219190
1.422750    1.130879
1.470175    1.075454
1.517600    1.050882
1.565025    1.026066
1.612450    1.023179
1.659875    1.042851
1.707300    1.039595
1.754725    1.060719
1.802150    1.100235
1.849575    1.139503
1.897000    1.194810
1.944425    1.251466
1.991850    1.287981
2.039275    1.326003
2.086700    1.337655
2.134125    1.337381
2.181550    1.322595
2.228975    1.300319
2.276400    1.277391
2.323825    1.258480
2.371250    1.231599
2.418675    1.210325
2.466100    1.195136
2.513525    1.192170
2.560950    1.189985
2.608375    1.207324
2.655800    1.199176
2.703225    1.193504
2.750650    1.190243
2.798075    1.200441
2.845500    1.210246
2.892925    1.229869
2.940350    1.219472
2.987775    1.222479
3.035200    1.222690
3.082625    1.223500
3.130050    1.221796
3.177475    1.223221
3.224900    1.221127
3.272325    1.223040
3.319750    1.231351
3.367175    1.220164
3.414600    1.211880
3.462025    1.212113
3.509450    1.216573
3.556875    1.217952
3.604300    1.210211
3.651725    1.209133
3.699150    1.215377
3.746575    1.214695
3.794000    1.208965
3.841425    1.210385
3.888850    1.219709
3.936275    1.215021
3.983700    1.215647
4.031125    1.212207
4.078550    1.211936
4.125975    1.208528
4.173400    1.210127
4.220825    1.214300
4.268250    1.219986
4.315675    1.215151
4.363100    1.215929
4.410525    1.225125
4.457950    1.212703
4.505375    1.206910
4.552800    1.203913
4.600225    1.201586
4.647650    1.201189
4.695075    1.203565
